let,num,pref_en,cityname_en,pref_ja,cityname_ja
脊,4,kyoto,sakyo,京都府,京都市左京区
寝,4,osaka,kawachinagano,大阪府,寝屋川市
椥,10,kyoto,yamashina,京都府,京都市山科区
悲,1,kyoto,higashiyama,京都府,京都市東山区
轆,1,kyoto,higashiyama,京都府,京都市東山区
轤,1,kyoto,higashiyama,京都府,京都市東山区
換,1,kyoto,shimogyo,京都府,京都市下京区
錫,1,kyoto,shimogyo,京都府,京都市下京区
卓,1,kyoto,shimogyo,京都府,京都市下京区
錺,2,kyoto,shimogyo,京都府,京都市下京区
読,2,kyoto,shimogyo,京都府,京都市下京区
酢,1,kyoto,shimogyo,京都府,京都市下京区
罧,2,kyoto,ukyo,京都府,京都市右京区
裾,1,kyoto,ukyo,京都府,京都市右京区
淳,2,kyoto,ukyo,京都府,京都市右京区
也,1,kyoto,ukyo,京都府,京都市右京区
樒,3,kyoto,ukyo,京都府,京都市右京区
蛉,4,kyoto,yawata,京都府,八幡市
兆,1,kyoto,ukyo,京都府,京都市右京区
授,1,kyoto,ukyo,京都府,京都市右京区
澱,1,kyoto,fushimi,京都府,京都市伏見区
撞,1,kyoto,fushimi,京都府,京都市伏見区
泓,2,kyoto,fushimi,京都府,京都市伏見区
躰,1,kyoto,fushimi,京都府,京都市伏見区
ゝ,1,kyoto,fushimi,京都府,京都市伏見区
軸,2,toyama,nanto,富山県,南砺市
秡,1,kyoto,fushimi,京都府,京都市伏見区
耆,1,kyoto,fushimi,京都府,京都市伏見区
珍,1,kyoto,yamashina,京都府,京都市山科区
潰,2,kyoto,yamashina,京都府,京都市山科区
封,2,kyoto,yamashina,京都府,京都市山科区
虚,3,miyagi,marumori,宮城県,伊具郡丸森町
ゲ,1,kyoto,nishikyo,京都府,京都市西京区
捻,1,kyoto,nishikyo,京都府,京都市西京区
私,5,osaka,osakasayama,大阪府,交野市
菟,17,nara,uda,奈良県,宇陀市
岼,1,kyoto,fukuchiyama,京都府,福知山市
故,1,kyoto,ayabe,京都府,綾部市
莵,1,kyoto,uji,京都府,宇治市
擬,1,kyoto,yawata,京都府,八幡市
欽,2,kyoto,yawata,京都府,八幡市
樵,1,kyoto,yawata,京都府,八幡市
珀,1,kyoto,yawata,京都府,八幡市
嘗,1,kyoto,kyotanabe,京都府,京田辺市
跨,1,kyoto,kyotanabe,京都府,京田辺市
薑,1,kyoto,kyotanabe,京都府,京田辺市
薪,50,kyoto,kyotanabe,京都府,京田辺市
脱,1,kyoto,kyotanabe,京都府,京田辺市
裂,1,kyoto,kyotanabe,京都府,京田辺市
賢,24,kyoto,kyotanabe,京都府,京田辺市
暗,1,kyoto,kyotanabe,京都府,京田辺市
牙,1,kyoto,kyotanabe,京都府,京田辺市
責,1,kyoto,kyotanabe,京都府,京田辺市
枳,1,kyoto,kyotango,京都府,京丹後市
断,1,kyoto,kyotango,京都府,京丹後市
綺,1,kyoto,kizugawa,京都府,木津川市
狛,2,kyoto,seika,京都府,相楽郡精華町
撰,1,kyoto,wazuka,京都府,相楽郡和束町
柘,3,mie,iga,三重県,伊賀市
榴,2,miyagi,miyagino,宮城県,仙台市宮城野区
質,2,kyoto,kyotanba,京都府,船井郡京丹波町
謝,2,okinawa,naha,沖縄県,那覇市
漕,2,mie,tsu,三重県,津市
仰,3,shiga,otsu,滋賀県,大津市
釆,2,mie,yokkaichi,三重県,四日市市
粥,2,mie,matsusaka,三重県,松阪市
汰,2,mie,kuwana,三重県,桑名市
だ,1,mie,kuwana,三重県,桑名市
磧,1,mie,kuwana,三重県,桑名市
巖,1,mie,kuwana,三重県,桑名市
短,1,mie,nabari,三重県,名張市
褒,1,mie,kameyama,三重県,亀山市
炊,1,mie,iga,三重県,伊賀市
枅,1,mie,iga,三重県,伊賀市
琉,1,mie,iga,三重県,伊賀市
把,1,mie,toin,三重県,員弁郡東員町
ヴ,1,mie,taki,三重県,多気郡多気町
ソ,1,mie,taki,三重県,多気郡多気町
爾,1,mie,meiwa,三重県,多気郡明和町
注,1,mie,watarai,三重県,度会郡度会町
當,1,mie,watarai,三重県,度会郡度会町
鮠,1,mie,watarai,三重県,度会郡度会町
慥,1,mie,minamiise,三重県,度会郡南伊勢町
便,1,mie,kihoku,三重県,北牟婁郡紀北町
椌,1,miyagi,wakabayashi,宮城県,仙台市若林区
鈎,2,miyagi,taihaku,宮城県,仙台市太白区
塒,1,miyagi,taihaku,宮城県,仙台市太白区
埣,3,miyagi,osaki,宮城県,大崎市
鱈,2,miyagi,kesennuma,宮城県,気仙沼市
載,1,miyagi,kesennuma,宮城県,気仙沼市
箒,1,miyagi,kesennuma,宮城県,気仙沼市
圃,3,miyagi,kesennuma,宮城県,気仙沼市
瘻,1,miyagi,kesennuma,宮城県,気仙沼市
婆,1,miyagi,shiroishi,宮城県,白石市
閖,1,miyagi,natori,宮城県,名取市
互,1,miyagi,natori,宮城県,名取市
ぜ,1,miyagi,tome,宮城県,登米市
翌,1,miyagi,tome,宮城県,登米市
鎗,1,miyagi,kurihara,宮城県,栗原市
侭,4,miyagi,shichikashuku,宮城県,刈田郡七ヶ宿町
覆,1,miyagi,marumori,宮城県,伊具郡丸森町
萓,1,miyagi,marumori,宮城県,伊具郡丸森町
悠,1,miyagi,watari,宮城県,亘理郡亘理町
卑,1,miyagi,watari,宮城県,亘理郡亘理町
苺,3,miyagi,watari,宮城県,亘理郡亘理町
衡,1,miyagi,ohira,宮城県,黒川郡大衡村
楜,2,miyagi,kami,宮城県,加美郡加美町
〆,1,miyagi,kami,宮城県,加美郡加美町
葡,1,miyagi,kami,宮城県,加美郡加美町
萄,1,miyagi,kami,宮城県,加美郡加美町
薔,1,miyagi,wakuya,宮城県,遠田郡涌谷町
薇,1,miyagi,wakuya,宮城県,遠田郡涌谷町
箟,1,miyagi,wakuya,宮城県,遠田郡涌谷町
叔,1,miyagi,misato,宮城県,遠田郡美里町
廼,1,miyagi,misato,宮城県,遠田郡美里町
菓,1,miyazaki,miyakonojo,宮崎県,都城市
飫,1,miyazaki,nichinan,宮崎県,日南市
鉋,4,nagano,nagano,長野県,長野市
鑪,1,nagano,nagano,長野県,長野市
伺,1,nagano,nagano,長野県,長野市
曇,21,shiga,takashima,滋賀県,高島市
膚,1,nara,nara,奈良県,奈良市
鵲,1,nara,nara,奈良県,奈良市
誓,1,nara,nara,奈良県,奈良市
辱,1,nara,nara,奈良県,奈良市
審,1,nara,nara,奈良県,奈良市
昧,1,nara,tenri,奈良県,天理市
苣,1,nara,tenri,奈良県,天理市
忌,3,tokushima,yoshinogawa,徳島県,吉野川市
傳,1,nara,gojo,奈良県,五條市
穗,2,nara,katsuragi,奈良県,葛城市
辨,1,nara,katsuragi,奈良県,葛城市
﨑,1,nara,uda,奈良県,宇陀市
礎,7,niigata,chuo,新潟県,新潟市中央区
艀,1,niigata,chuo,新潟県,新潟市中央区
秣,3,oita,nakatsu,大分県,中津市
丞,1,niigata,konan,新潟県,新潟市江南区
捲,1,niigata,minami,新潟県,新潟市南区
鯵,1,niigata,minami,新潟県,新潟市南区
蜘,1,niigata,minami,新潟県,新潟市南区
鏥,1,niigata,nishikan,新潟県,新潟市西蒲区
称,1,niigata,nishikan,新潟県,新潟市西蒲区
鱸,1,niigata,nishikan,新潟県,新潟市西蒲区
稽,1,niigata,nagaoka,新潟県,長岡市
摂,2,niigata,nagaoka,新潟県,長岡市
葎,2,toyama,nanto,富山県,南砺市
蝶,1,niigata,sanjo,新潟県,三条市
椡,1,niigata,shibata,新潟県,新発田市
碩,1,oita,oita,大分県,大分市
礬,1,oita,beppu,大分県,別府市
悟,1,oita,nakatsu,大分県,中津市
諌,1,oita,nakatsu,大分県,中津市
窓,5,okayama,setouchi,岡山県,瀬戸内市
刃,1,oita,hita,大分県,日田市
掻,1,oita,usuki,大分県,臼杵市
筌,1,oita,usa,大分県,宇佐市
且,1,oita,usa,大分県,宇佐市
裳,1,oita,usa,大分県,宇佐市
衲,1,oita,usa,大分県,宇佐市
宛,1,oita,bungoono,大分県,豊後大野市
滞,1,oita,bungoono,大分県,豊後大野市
賞,1,okayama,naka,岡山県,岡山市中区
蟠,1,okayama,higashi,岡山県,岡山市東区
肩,1,okayama,higashi,岡山県,岡山市東区
粒,4,okayama,kurashiki,岡山県,倉敷市
齋,1,okayama,tsuyama,岡山県,津山市
胸,1,okayama,tamano,岡山県,玉野市
弩,1,okayama,kasaoka,岡山県,笠岡市
槁,1,okayama,soja,岡山県,総社市
臘,1,okayama,takahashi,岡山県,高梁市
哲,16,okayama,nimi,岡山県,新見市
酌,2,shimane,matsue,島根県,松江市
匝,1,okayama,akaiwa,岡山県,赤磐市
汀,6,wakayama,wakayama,和歌山県,和歌山市
得,1,okinawa,ishigaki,沖縄県,石垣市
岻,2,okinawa,urasoe,沖縄県,浦添市
泡,2,okinawa,okinawa,沖縄県,沖縄市
覇,1,okinawa,tomigusuku,沖縄県,豊見城市
渠,1,okinawa,nanjo,沖縄県,南城市
矼,1,okinawa,yomitan,沖縄県,中頭郡読谷村
伶,1,osaka,tennoji,大阪府,大阪市天王寺区
融,1,osaka,kita,大阪府,大阪市北区
遇,1,osaka,toyonaka,大阪府,岸和田市
秬,1,osaka,moriguchi,大阪府,貝塚市
蕎,1,osaka,moriguchi,大阪府,貝塚市
錯,1,osaka,hirakata,大阪府,守口市
招,9,osaka,ibaraki,大阪府,枚方市
禁,2,osaka,ibaraki,大阪府,枚方市
朋,1,osaka,izumi,大阪府,大東市
急,1,osaka,takaishi,大阪府,摂津市
蔀,2,osaka,katano,大阪府,四條畷市
萸,2,osaka,hannan,大阪府,大阪狭山市
敬,1,saga,saga,佐賀県,佐賀市
杠,1,saga,saga,佐賀県,佐賀市
箞,1,saga,karatsu,佐賀県,唐津市
餘,1,saga,kanzaki,佐賀県,神埼市
途,1,shiga,otsu,滋賀県,大津市
滋,5,shiga,otsu,滋賀県,大津市
叡,2,shiga,otsu,滋賀県,大津市
邇,7,shiga,otsu,滋賀県,大津市
紡,1,shiga,nagahama,滋賀県,長浜市
撲,2,shiga,nagahama,滋賀県,長浜市
焔,1,shiga,moriyama,滋賀県,守山市
欲,1,shiga,moriyama,滋賀県,守山市
環,1,shiga,moriyama,滋賀県,守山市
宣,1,shiga,moriyama,滋賀県,守山市
綣,1,shiga,ritto,滋賀県,栗東市
堵,1,shiga,koka,滋賀県,甲賀市
嶬,1,shiga,koka,滋賀県,甲賀市
個,24,shiga,higashiomi,滋賀県,東近江市
淞,1,shimane,matsue,島根県,松江市
瀉,1,shimane,matsue,島根県,松江市
嫁,2,shimane,matsue,島根県,松江市
杼,1,shimane,izumo,島根県,出雲市
碕,1,shimane,izumo,島根県,出雲市
遙,1,shimane,izumo,島根県,出雲市
堪,1,shimane,izumo,島根県,出雲市
絡,1,shimane,izumo,島根県,出雲市
匹,8,shimane,masuda,島根県,益田市
猛,1,shimane,oda,島根県,大田市
坏,1,shimane,oda,島根県,大田市
承,1,shizuoka,shimizu,静岡県,静岡市清水区
鵺,1,shizuoka,kita,静岡県,浜松市北区
訶,1,shizuoka,kita,静岡県,浜松市北区
鵰,1,shizuoka,numazu,静岡県,沼津市
策,1,shizuoka,yaizu,静岡県,焼津市
睡,1,shizuoka,fukuroi,静岡県,袋井市
墹,1,shizuoka,izunokuni,静岡県,伊豆の国市
畭,1,tokushima,anan,徳島県,阿南市
饌,1,tokushima,yoshinogawa,徳島県,吉野川市
整,4,tokushima,awa,徳島県,阿波市
冥,1,tokushima,miyoshi,徳島県,三好市
杙,1,tottori,tottori,鳥取県,鳥取市
庁,1,tottori,tottori,鳥取県,鳥取市
歎,1,tottori,tottori,鳥取県,鳥取市
桷,1,tottori,tottori,鳥取県,鳥取市
庖,1,tottori,tottori,鳥取県,鳥取市
矯,1,tottori,tottori,鳥取県,鳥取市
像,1,tottori,yonago,鳥取県,米子市
忰,1,tottori,kurayoshi,鳥取県,倉吉市
誠,1,tottori,sakaiminato,鳥取県,境港市
曹,1,tottori,misasa,鳥取県,東伯郡三朝町
釛,1,tottori,kotoura,鳥取県,東伯郡琴浦町
箆,1,tottori,kotoura,鳥取県,東伯郡琴浦町
鈑,1,tottori,daisen,鳥取県,西伯郡大山町
伐,1,tottori,nanbu,鳥取県,西伯郡南部町
艘,1,toyama,toyama,富山県,富山市
鶚,1,toyama,toyama,富山県,富山市
躬,1,toyama,toyama,富山県,富山市
滅,1,toyama,toyama,富山県,富山市
伸,1,toyama,takaoka,富山県,高岡市
Ⅰ,1,toyama,takaoka,富山県,高岡市
Ｃ,1,toyama,takaoka,富山県,高岡市
姿,1,toyama,himi,富山県,氷見市
亟,1,toyama,oyabe,富山県,小矢部市
了,1,toyama,oyabe,富山県,小矢部市
扱,1,wakayama,kainan,和歌山県,海南市
鰈,1,wakayama,kainan,和歌山県,海南市
孟,1,wakayama,kainan,和歌山県,海南市
盾,1,wakayama,shingu,和歌山県,新宮市
徐,1,wakayama,shingu,和歌山県,新宮市
垢,6,yamaguchi,shimonoseki,山口県,下関市
ぽ,1,yamaguchi,shimonoseki,山口県,下関市
棯,1,yamaguchi,ube,山口県,宇部市
装,1,yamaguchi,iwakuni,山口県,岩国市
粭,1,yamaguchi,shunan,山口県,周南市
垰,1,yamaguchi,shunan,山口県,周南市
浴,1,yamaguchi,shunan,山口県,周南市
雌,1,yamanashi,tsuru,山梨県,都留市
團,1,yamanashi,kai,山梨県,甲斐市
垈,1,yamanashi,kai,山梨県,甲斐市
棡,1,yamanashi,uenohara,山梨県,上野原市
息,1,yamanashi,koshu,山梨県,甲州市
